training_id,employee_id,training_name,training_category,training_date,training_score,certification_status
2333,1977,Advanced System Design,Technical,2024-10-06,74.3,Certified
2334,1977,Presentation Mastery,Soft Skills,2025-04-28,72.6,Certified
2335,1978,Presentation Mastery,Soft Skills,2023-10-16,88.5,Certified
2336,1978,Negotiation Skills,Soft Skills,2024-11-21,79.5,Certified
2337,1978,Data Visualization with BI Tools,Technical,2023-05-19,89.2,Certified
2338,1979,Anti-Bribery & Compliance,Compliance,2024-10-24,87.2,In Progress
2339,1979,Effective Communication,Soft Skills,2025-05-03,74.7,Certified
2340,1979,Machine Learning Operations,Technical,2024-11-28,81.9,Certified
2341,1979,Leading Through Change,Leadership,2023-01-15,75.9,Certified
2342,1980,Advanced System Design,Technical,2023-06-20,83.9,Certified
2343,1980,Negotiation Skills,Soft Skills,2023-09-25,79.8,In Progress
2344,1980,Data Visualization with BI Tools,Technical,2024-09-11,81.0,Certified
2345,1980,Presentation Mastery,Soft Skills,2023-02-03,76.1,Certified
2346,1980,Data Privacy Essentials,Compliance,2024-12-12,76.6,Certified
2347,1981,Anti-Bribery & Compliance,Compliance,2024-07-22,75.5,Certified
2348,1981,Coaching for Managers,Leadership,2025-09-16,95.4,In Progress
2349,1981,HR Business Partnering,Leadership,2023-09-01,82.9,Certified
2350,1982,Coaching for Managers,Leadership,2024-02-28,83.0,Certified
2351,1982,Leading Through Change,Leadership,2024-01-09,83.3,Certified
2352,1982,Presentation Mastery,Soft Skills,2024-11-16,82.4,Certified
2353,1983,Presentation Mastery,Soft Skills,2023-01-01,94.4,Certified
2354,1983,Data Privacy Essentials,Compliance,2025-08-08,83.1,Certified
2355,1983,Time Management,Soft Skills,2025-06-05,85.4,In Progress
2356,1983,Effective Communication,Soft Skills,2024-10-06,91.4,In Progress
2357,1984,Effective Communication,Soft Skills,2025-07-19,75.7,Certified
2358,1985,Data Visualization with BI Tools,Technical,2025-05-29,72.7,Certified
2359,1985,Advanced System Design,Technical,2024-08-07,65.5,In Progress
2360,1985,Anti-Bribery & Compliance,Compliance,2025-08-20,77.5,Certified
2361,1985,Machine Learning Operations,Technical,2024-01-23,90.2,In Progress
2362,1986,Coaching for Managers,Leadership,2023-12-23,96.1,Certified
2363,1986,Cloud Architecture Fundamentals,Technical,2024-04-01,89.3,Certified
2364,1986,Machine Learning Operations,Technical,2025-05-08,72.1,Certified
2365,1986,Leading Through Change,Leadership,2025-01-21,85.0,In Progress
2366,1986,HR Business Partnering,Leadership,2024-09-26,65.3,Not Certified
2367,1987,Presentation Mastery,Soft Skills,2024-11-09,76.7,Certified
2368,1987,Effective Communication,Soft Skills,2023-08-10,95.9,In Progress
2369,1987,Workplace Safety,Compliance,2023-11-10,75.2,Certified
2370,1988,Effective Communication,Soft Skills,2024-10-22,93.9,In Progress
2371,1988,Coaching for Managers,Leadership,2024-09-15,75.8,Certified
2372,1988,Data Visualization with BI Tools,Technical,2023-02-24,72.8,Certified
2373,1989,Time Management,Soft Skills,2025-05-19,82.8,Certified
2374,1989,Presentation Mastery,Soft Skills,2024-04-11,87.9,Certified
2375,1989,Effective Communication,Soft Skills,2023-09-26,84.6,Certified
2376,1990,Data Visualization with BI Tools,Technical,2025-06-27,78.3,Certified
2377,1990,Negotiation Skills,Soft Skills,2023-12-25,71.2,Certified
2378,1991,Data Privacy Essentials,Compliance,2023-08-01,86.7,Certified
2379,1991,Anti-Bribery & Compliance,Compliance,2023-03-30,93.3,In Progress
2380,1992,Workplace Safety,Compliance,2025-10-01,83.3,Certified
2381,1993,Negotiation Skills,Soft Skills,2024-10-29,72.7,Certified
2382,1993,Workplace Safety,Compliance,2023-07-11,86.5,Certified
2383,1993,HR Business Partnering,Leadership,2023-10-09,68.4,Not Certified
2384,1993,Machine Learning Operations,Technical,2025-05-21,85.1,Certified
2385,1994,Data Privacy Essentials,Compliance,2024-04-29,84.7,Certified
2386,1995,Data Privacy Essentials,Compliance,2024-07-02,83.5,Certified
2387,1995,HR Business Partnering,Leadership,2023-02-13,81.5,Certified
2388,1995,Leading Through Change,Leadership,2024-08-13,75.7,Certified
2389,1996,Coaching for Managers,Leadership,2025-09-30,89.3,Certified
2390,1996,Cloud Architecture Fundamentals,Technical,2024-11-03,80.6,In Progress
2391,1996,Data Privacy Essentials,Compliance,2024-07-24,82.7,Certified
2392,1996,Effective Communication,Soft Skills,2023-12-31,83.5,Certified
2393,1997,Advanced System Design,Technical,2025-09-14,73.5,Certified
2394,1997,Machine Learning Operations,Technical,2024-04-02,78.0,Certified
2395,1998,Cloud Architecture Fundamentals,Technical,2025-04-18,85.5,Certified
2396,1998,Negotiation Skills,Soft Skills,2025-06-13,79.7,Certified
2397,1999,Data Privacy Essentials,Compliance,2023-01-02,79.6,Certified
2398,1999,Advanced System Design,Technical,2023-12-14,76.2,Certified
2399,1999,Effective Communication,Soft Skills,2025-03-10,78.5,Certified
2400,2000,Presentation Mastery,Soft Skills,2023-10-07,72.3,Certified
